MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
519,,845,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,vetulus,vetulus,nestor,Bennett,1833,Trachypithecus vetulus nestor
520,,845,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,vetulus,vetulus,philbricki,Phillips,1927,Trachypithecus vetulus philbricki
521,,845,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,vetulus,vetulus,monticola,Kelaart,1850,Trachypithecus vetulus monticola
522,957,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,vetulus,johnii,,Fischer,1829,Trachypithecus johnii 
523,952,848,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,auratus,auratus,É. Geoffroy,1812,Trachypithecus auratus auratus
524,,848,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,auratus,mauritius,Griffith,1821,Trachypithecus auratus mauritius
525,953,849,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,cristatus,cristatus,Raffles,1821,Trachypithecus cristatus cristatus
526,,849,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,cristatus,vigilans,Miller,1913,Trachypithecus cristatus vigilans
527,,910,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,villosus,germaini,Milne-Edwards,1877,Trachypithecus villosus germaini
528,,930,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,germaini,caudalis,Dao,1977,Trachypithecus germaini caudalis
529,,529,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,barbei,,Blyth,1847,Trachypithecus barbei
530,958,1106,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,obscurus,Reid,1837,Trachypithecus obscurus obscurus
531,,838,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,flavicauda,Elliot,1910,Trachypithecus obscurus flavicauda
532,,1106,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,halonifer,Cantor,1845,Trachypithecus obscurus halonifer
533,,1106,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,carbo,Thomas & Wroughton,1909,Trachypithecus obscurus carbo
534,,838,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,styx,Kloss,1911,Trachypithecus obscurus styx
535,,1106,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,seimundi,Chasen,1940,Trachypithecus obscurus seimundi
536,,1106,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,sanctorum,Elliot,1910,Trachypithecus obscurus sanctorum
537,959,838,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,phayrei,Blyth,1847,Trachypithecus obscurus phayrei
538,,1105,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,phayrei,crepuscula,Elliot,1909,Trachypithecus phayrei crepuscula
539,,1105,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,phayrei,shanicus,Wroughton,1917,Trachypithecus phayrei shanicus
540,960,841,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,pileatus,pileatus,Blyth,1843,Trachypithecus pileatus pileatus
541,,841,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,pileatus,durga,Wroughton,1916,Trachypithecus pileatus durga
542,,841,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,pileatus,brahma,Wroughton,1916,Trachypithecus pileatus brahma
543,,841,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,pileatus,tenebricus,Hinton,1923,Trachypithecus pileatus tenebricus
544,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,shortridgei,,Wroughton,1915,Trachypithecus shortridgei
545,956,851,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,geei,geei,Khajuria,1956,Trachypithecus geei geei
546,955,852,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,francoisi,francoisi,Pousargues,1898,Trachypithecus francoisi francoisi
547,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,hatinhensis,,Dao,1970,Trachypithecus hatinhensis
548,,548,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,poliocephalus,,Trouessart,1911,Trachypithecus poliocephalus
549,,853,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,poliocephalus,leucocephalus,Tan,1957,Trachypithecus poliocephalus leucocephalus
550,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,laotum,,Thomas,1921,Trachypithecus laotum
551,1004,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,delacouri,,Osgood,1932,Trachypithecus delacouri
552,,852,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,francoisi,ebenus,Brandon-Jones,1995,Trachypithecus francoisi ebenus
553,946,1103,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,melalophos,melalophos,melalophos,Raffles,1821,Presbytis melalophos melalophos
554,,1103,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,melalophos,melalophos,bicolor,Aimi & Bakar,1992,Presbytis melalophos bicolor
555,,1103,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,melalophos,melalophos,sumatranus,Müller & Schlegel,1841,Presbytis melalophos sumatranus
556,,1103,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,melalophos,melalophos,mitrata,Eschscholtz,1821,Presbytis melalophos mitrata
566,,874,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,siamensis,cana,Miller,1906,Presbytis siamensis cana
567,,874,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,siamensis,paenulata,Chasen,1940,Presbytis siamensis paenulata
568,944,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,frontata,,Müller,1838,Presbytis frontata
569,942,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,comata,,Desmarest,1822,Presbytis comata
570,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,fredericae,,Sody,1930,Presbytis fredericae
571,950,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,thomasi,,Collett,1893,Presbytis thomasi
572,945,876,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,hosei,,Thomas,1889,Presbytis hosei
573,,876,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,hosei,everetti,Thomas,1893,Presbytis hosei everetti
574,,876,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,hosei,sabana,Thomas,1893,Presbytis hosei sabana
575,,876,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,hosei,canicrus,Miller,1934,Presbytis hosei canicrus
576,949,878,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,rubicunda,Müller,1838,Presbytis rubicunda rubicunda
578,,878,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,rubida,Lyon,1911,Presbytis rubicunda rubida
579,,878,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,ignita,Dollman,1909,Presbytis rubicunda ignita
580,,878,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,chrysea,Davis,1962,Presbytis rubicunda chrysea
581,,878,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,carimatae,Miller,1906,Presbytis rubicunda carimatae
582,948,928,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,potenziani,potenziani,Bonaparte,1856,Presbytis potenziani potenziani
583,,928,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,potenziani,siberu,Chasen & Kloss,1928,Presbytis potenziani siberu
585,965,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Pygathrix,,,nemaeus,,Linnaeus,1771,Pygathrix nemaeus 
586,966,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Pygathrix,,,nigripes,,Milne-Edwards,1871,Pygathrix nigripes 
587,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Pygathrix,,,cinerea,,Nadler,1997,Pygathrix cinerea 
588,967,881,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,roxellana,roxellana,Milne-Edwards,1870,Rhinopithecus roxellana roxellana
589,,881,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,roxellana,qinlingensis,"Y. Wang, Jiang & Li",1994,Rhinopithecus roxellana qinlingensis
590,,881,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,roxellana,hubeiensis,"Y. Wang, Jiang & Li",1994,Rhinopithecus roxellana hubeiensis
591,963,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,bieti,,Milne-Edwards,1897,Rhinopithecus bieti
592,964,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,brelichi,,Thomas,1903,Rhinopithecus brelichi
593,962,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,avunculus,,Dollman,1912,Rhinopithecus avunculus 
594,969,890,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Nasalis,,,larvatus,larvatus,van Wurmb,1784,Nasalis larvatus larvatus
595,968,891,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Simias,,,concolor,concolor,Miller,1903,Simias concolor concolor
596,,891,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Simias,,,concolor,siberu,Chasen & Kloss,1928,Simias concolor siberu
600,975,892,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,lar,Linnaeus,1771,Hylobates lar lar
601,,892,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,vestitus,Miller,1942,Hylobates lar vestitus
602,,892,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,entelloides,I. Geoffroy,1842,Hylobates lar entelloides
603,,892,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,carpenteri,Groves,1968,Hylobates lar carpenteri
604,,892,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,yunnanensis,Ma & Wang,1986,Hylobates lar yunnanensis
605,970,1101,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,agilis,agilis,F. Cuvier,1821,Hylobates agilis agilis
606,,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,albibarbis,,Lyon,1911,Hylobates albibarbis
607,978,889,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,muelleri,muelleri,Martin,1840,Hylobates muelleri muelleri
608,,889,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,muelleri,funereus,I. Geoffroy,1850,Hylobates muelleri funereus
609,,889,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,muelleri,abbotti,Kloss,1929,Hylobates muelleri abbotti
610,977,896,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,moloch,moloch,Audebert,1797,Hylobates moloch moloch
621,,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,hainanus,,Thomas,1892,Nomascus hainanus
622,976,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,leucogenys,,Ogilby,1840,Nomascus leucogenys 
623,,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,siki,,Delacour,1951,Nomascus siki 
624,972,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,gabriellae,,Thomas,1909,Nomascus gabriellae
627,982,873,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Ponginae,,Pongo,,,pygmaeus,pygmaeus,Linnaeus,1760,Pongo pygmaeus pygmaeus
628,,873,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Ponginae,,Pongo,,,pygmaeus,wurmbii,Tiedemann,1808,Pongo pygmaeus wurmbii
629,,873,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Ponginae,,Pongo,,,pygmaeus,morio,Owen,1837,Pongo pygmaeus morio
630,981,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Ponginae,,Pongo,,,abelii,,Lesson,1827,Pongo abelii
631,984,886,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,gorilla,gorilla,Savage & Wyman,1847,Gorilla gorilla gorilla
632,,886,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,gorilla,diehli,Matschie,1904,Gorilla gorilla diehli
633,983,1063,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,beringei,beringei,Matschie,1903,Gorilla beringei beringei
634,,1063,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,beringei,graueri,Matschie,1914,Gorilla beringei graueri
635,986,884,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,troglodytes,Blumenbach,1799,Pan troglodytes troglodytes
636,,884,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,ellioti,Gray,1862,Pan troglodytes ellioti
637,,884,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,verus,Schwarz,1934,Pan troglodytes verus
638,,884,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,schweinfurthii,Giglioli,1872,Pan troglodytes schweinfurthii
639,987,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,paniscus,,Schwarz,1929,Pan paniscus 
640,988,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,Hominini,Homo,,,sapiens,,Linnaeus,1758,Homo sapiens 
667,,206,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,margaritae,Hollister,1914,Cebus apella margaritae
668,,909,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Cacajao,,,calvus,rubicundus,I. Geoffroy & Deville,1848,Cacajao calvus rubicundus
669,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,mitis,albotorquatus,de Pousargues,1886,Cercopithecus mitis albotorquatus
670,,862,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sulawesi,ochreata,brunnescens,Matschie,1901,Macaca ochreata brunnescens
671,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,berthae,,"Rasoloarison, Goodman and Ganzhorn",2000,Microcebus berthae 
672,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,griseorufus,,Kollman,1910,Microcebus griseorufus
673,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,sambiranensis,,"Rasoloarison, Goodman and Ganzhorn",2000,Microcebus sambiranensis 
674,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,tavaratra,,"Rasoloarison, Goodman and Ganzhorn",2000,Microcebus tavaratra
675,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,unicolor,,Thalmann and Geissmann,2000,Avahi unicolor 
676,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,acariensis,,"M. van Roosmaalen, T. van Roosmaalen, Mittermeier and Rylands",2000,Mico acariensis
677,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,manicorensis,,"M. van Roosmaalen, T. van Roosmaalen, Mittermeier and Rylands",2000,Mico manicorensis
678,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,saterei,,Silva Jr. and Noronha,1998,Mico saterei
680,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,personatus,barbarabrownae,,Hershkovitz,1990,Callicebus barbarabrownae
681,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,moloch,bernhardi,,"M. van Roosmaalen, T. van Roosmaalen and Mittermeier",2002,Callicebus bernhardi 
682,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,personatus,coimbrai,,Kobayashi and Langguth,1999,Callicebus coimbrai
683,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,discolor,,I. Geoffroy and Deville,1848,Callicebus discolor
684,829,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,dubius,,Hershkovitz,1990,Callicebus dubius 
685,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,lucifer,,Thomas,1914,Callicebus lucifer
687,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,torquatus,lugens,,Humboldt,1811,Callicebus lugens
688,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,personatus,melanochir,,Wied-Neuwied,1820,Callicebus melanochir 
689,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,personatus,nigrifrons,,Spix,1823,Callicebus nigrifrons
690,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,stephennashi,,"M. van Roosmaalen, T. van Roosmaalen and Mittermeier",2002,Callicebus stephennashi 
691,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,cupreus,caligatus,,Wagner,1842,Callicebus caligatus
692,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,israelita,,Spix,1823,Chiropotes israelita
693,858,826,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,trabeata,Lawrence,1933,Alouatta palliata trabeata
694,,859,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,cephus,ngottoensis,Colyn,1999,Cercopithecus cephus ngottoensis
695,904,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,pygerythrus,,F. Cuvier,1821,Chlorocebus pygerythrus 
696,890,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,nemestrina,sinica,siberu,,Fuentes and Olson,1995,Macaca siberu 
697,890,814,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,thibetana,esau,Matschie,1912,Macaca thibetana esau
698,890,814,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,thibetana,guiahouensis,Wang and Jiang,1996,Macaca thibetana guiahouensis
699,890,814,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,thibetana,huangshanensis,Jiang and Wang,1996,Macaca thibetana huangshanensis
700,933,840,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,satanas,anthracinus,Leconte,1857,Colobus satanas anthracinus
702,956,851,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,geei,"
the nomen nudum T. g. bhutanensis"".","Wangchuk, Inouye and Hare",2003,"Trachypithecus geei 
the nomen nudum T. g. bhutanensis""."
707,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,aurata,,Gray,1845,Alouatta aurata
708,,826,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,aequatorialis,Festa,1903,Alouatta palliata aequatorialis
709,,826,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,mexicana,Merriam,1902,Alouatta palliata mexicana
