MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
169,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,illigeri,Pucheran,1845,Saguinus fuscicollis illigeri
170,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,leucogenys,Gray,1866,Saguinus fuscicollis leucogenys
171,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,lagonotus,Jiménez de la Espada,1870,Saguinus fuscicollis lagonotus
172,,798,0,0,1,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,fuscus,Lesson,1840,Saguinus fuscicollis fuscus
173,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,avilapiresi,Hershkovitz,1966,Saguinus fuscicollis avilapiresi
174,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,weddelli,Deville,1849,Saguinus fuscicollis weddelli
175,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,cruzlimai,Hershkovitz,1966,Saguinus fuscicollis cruzlimai
176,,798,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,fuscicollis,primitivus,Hershkovitz,1977,Saguinus fuscicollis primitivus
177,,1077,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,melanoleucus,melanoleucus,Miranda Ribeiro,1912,Saguinus melanoleucus melanoleucus
178,,1077,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,melanoleucus,crandalli,Hershkovitz,1966,Saguinus melanoleucus crandalli
179,817,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,nigricollis,tripartitus,,Milne-Edwards,1878,Saguinus tripartitus 
180,814,797,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,mystax,mystax,Spix,1823,Saguinus mystax mystax
181,,797,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,mystax,pluto,Lönnberg,1926,Saguinus mystax pluto
182,,797,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,mystax,pileatus,I. Geoffroy & Deville,1848,Saguinus mystax pileatus
183,811,796,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,labiatus,labiatus,Humboldt,1812,Saguinus labiatus labiatus
184,,796,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,labiatus,rufiventer,Gray,1843,Saguinus labiatus rufiventer
185,,796,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,labiatus,thomasi,Goeldi,1907,Saguinus labiatus thomasi
186,809,795,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,imperator,imperator,Goeldi,1907,Saguinus imperator imperator
187,,795,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,mystax,imperator,subgrisescens,Lönnberg,1940,Saguinus imperator subgrisescens
188,806,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,bicolor,bicolor,,Spix,1823,Saguinus bicolor
189,,804,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,bicolor,martinsi,martinsi,Thomas,1912,Saguinus martinsi martinsi
190,,804,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,bicolor,martinsi,ochraceus,Hershkovitz,1966,Saguinus martinsi ochraceus
191,816,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,oedipus,oedipus,,Linnaeus,1758,Saguinus oedipus
192,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,oedipus,geoffroyi,,Pucheran,1845,Saguinus geoffroyi 
193,812,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Saguinus,,oedipus,leucopus,,Günther,1877,Saguinus leucopus 
194,810,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Callitrichinae,,Saguinus,,inustus,inustus,,Schwarz,1951,Saguinus inustus 
195,794,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Callimico,,,goeldii,,Thomas,1904,Callimico goeldii 
197,839,1251,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,capucinus,capucinus,Linnaeus,1758,Cebus capucinus capucinus
198,837,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,albifrons,Humboldt,1812,Cebus albifrons albifrons
199,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,unicolor,Spix,1823,Cebus albifrons unicolor
200,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,cuscinus,Thomas,1901,Cebus albifrons cuscinus
201,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,trinitatis,von Pusch,1941,Cebus albifrons trinitatis
202,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,aequatorialis,Allen,1914,Cebus albifrons aequatorialis
203,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,versicolor,Pucheran,1845,Cebus albifrons versicolor
204,840,830,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,olivaceus,Schomburgk,1848,Cebus olivaceus olivaceus
205,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,kaapori,,Queiroz,1992,Cebus kaapori 
206,838,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,,Linnaeus,1758,Cebus apella
207,,206,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,fatuellus,Linnaeus,1766,Cebus apella fatuellus
208,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,macrocephalus,,Spix,1823,Cebus macrocephalus 
209,,206,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,peruanus,Thomas,1901,Cebus apella peruanus
210,,206,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,tocantinus,Lönnberg,1939,Cebus apella tocantinus
211,,821,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,libidinosus,libidinosus,Spix,1823,Cebus libidinosus libidinosus
212,,821,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,libidinosus,pallidus,Gray,1866,Cebus libidinosus pallidus
213,,821,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,libidinosus,paraguayanus,Fischer,1829,Cebus libidinosus paraguayanus
214,,821,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,libidinosus,juruanus,Lönnberg,1939,Cebus libidinosus juruanus
215,,823,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,nigritus,cucullatus,Spix,1823,Cebus nigritus cucullatus
216,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,robustus,,Kuhl,1820,Cebus robustus
217,,823,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,nigritus,nigritus,Goldfuss,1809,Cebus nigritus nigritus
218,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,xanthosternos,,Wied-Neuwied,1826,Cebus xanthosternos 
220,842,822,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,oerstedii,oerstedii,Reinhardt,1872,Saimiri oerstedii oerstedii
221,,822,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,oerstedii,citrinellus,Thomas,1904,Saimiri oerstedii citrinellus
222,843,793,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,sciureus,sciureus,Linnaeus,1758,Saimiri sciureus sciureus
223,,793,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,sciureus,albigena,von Pusch,1941,Saimiri sciureus albigena
224,,793,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,sciureus,cassiquiarensis,Lesson,1840,Saimiri sciureus cassiquiarensis
225,,793,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,sciureus,macrodon,Elliot,1907,Saimiri sciureus macrodon
226,844,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,sciureus,ustus,,I. Geoffroy,1843,Saimiri ustus 
227,841,1389,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,boliviensis,boliviensis,boliviensis,I. Geoffroy and Blainville,1834,Saimiri boliviensis boliviensis
228,,789,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,boliviensis,boliviensis,peruviensis,Hershkovitz,1984,Saimiri boliviensis peruviensis
229,845,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,boliviensis,vanzolinii,,Ayres,1985,Saimiri vanzolinii 
232,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,lemurinus,,I. Geoffroy,1846,Aotus lemurinus 
233,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,griseimembra,,Elliot,1912,Aotus griseimembra
234,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,zonalis,,Goldman,1914,Aotus zonalis
235,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,brumbacki,,Hershkovitz,1983,Aotus brumbacki
236,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,hershkovitzi,,Ramirez-Cerquera,1983,Aotus hershkovitzi
237,823,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,trivirgatus,,Humboldt,1811,Aotus trivirgatus
238,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Grey-neck,vociferans,,Spix,1823,Aotus vociferans
239,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,miconax,,Thomas,1927,Aotus miconax 
240,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,nancymaae,,Hershkovitz,1983,Aotus nancymaae 
241,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,nigriceps,,Dollman,1909,Aotus nigriceps 
242,,786,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,azarae,azarae,Humboldt,1812,Aotus azarae azarae
243,,786,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,azarae,boliviensis,Elliot,1907,Aotus azarae boliviensis
244,,786,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Aotidae,,,Aotus,,Red-neck,azarae,infulatus,Kuhl,1820,Aotus azarae infulatus
247,850,1089,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,pithecia,,Linnaeus,1758,Pithecia pithecia
248,,1089,1,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,chrysocephala,,I. Geoffroy,1850,Pithecia chrysocephala
249,849,903,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,monachus,,É. Geoffroy,1812,Pithecia monachus
250,,903,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,milleri,,J. Allen,1914,Pithecia milleri
251,848,1092,1,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,irrorata,irrorata Surppressed,Gray,1842,Pithecia irrorata irrorata Surppressed
253,846,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,aequatorialis,,Hershkovitz,1987,Pithecia aequatorialis 
254,847,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Pithecia,,,albicans,,Gray,1860,Pithecia albicans
255,852,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Pitheciinae,,Chiropotes,,,satanas,,Hoffmannsegg,1807,Chiropotes satanas
355,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,stuhlmanni,Matschie,1893,Cercopithecus mitis stuhlmanni
356,,839,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,elgonis,Lönnberg,1919,Cercopithecus mitis elgonis
357,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,boutourlinii,Giglioli,1887,Cercopithecus mitis boutourlinii
358,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,opisthostictus,Sclater,1894,Cercopithecus mitis opisthostictus
359,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,doggetti,Pocock,1907,Cercopithecus mitis doggetti
360,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,kandti,Matschie,1905,Cercopithecus mitis kandti
361,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,albogularis,Sykes,1831,Cercopithecus mitis albogularis
362,,839,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,zammaronoi,de Beaux,1924,Cercopithecus mitis zammaronoi
483,931,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,guereza,Rüppell,1835,Colobus guereza guereza
485,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,occidentalis,Rochebrune,1887,Colobus guereza occidentalis
486,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,dodingae,Matschie,1913,Colobus guereza dodingae
487,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,percivali,Heller,1913,Colobus guereza percivali
488,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,matschiei,Neumann,1899,Colobus guereza matschiei
489,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,kikuyuensis,Lönnberg,1912,Colobus guereza kikuyuensis
490,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,caudatus,Thomas,1885,Colobus guereza caudatus
491,935,842,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,badius,badius,Kerr,1792,Procolobus badius badius
492,,842,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,badius,temminckii,Kuhl,1820,Procolobus badius temminckii
493,,842,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,badius,waldroni,Hayman,1936,Procolobus badius waldroni
494,938,843,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,pennantii,pennantii,Waterhouse,1838,Procolobus pennantii pennantii
495,,843,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,pennantii,bouvieri,Rochebrune,1887,Procolobus pennantii bouvieri
496,,843,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,pennantii,epieni,Grubb & Powell,1999,Procolobus pennantii epieni
497,939,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,preussi,,Matschie,1900,Procolobus preussi
498,,1078,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,rufomitratus,tholloni,Milne-Edwards,1886,Procolobus rufomitratus tholloni
499,,1123,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,foai,foai,Pousargues,1899,Procolobus foai foai
1249,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,cuscinus,,Thomas,1901,Cebus cuscinus
1250,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,imitator,,Thomas,1903,Cebus imitator
1251,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,,capucinus,,Linnaeus,1758,Cebus capucinus
1252,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,malitiosus,,Elliot,1909,Cebus malitiosus
1253,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,unicolor,,Spix,1823,Cebus unicolor
1254,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,versicolor,,Pucheran,1845,Cebus versicolor
1255,,1183,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,syrichta,bancanus,bancanus,Horsfield,1821,Cephalopachus bancanus bancanus
1256,,1183,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,syrichta,bancanus,borneanus,Elliot,1910,Cephalopachus bancanus borneanus
1257,,1183,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,,bancanus,natunensis,Chasen,1940,Cephalopachus bancanus natunensis
1258,,1183,0,0,0,0,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Cephalopachus,,syrichta,bancanus,saltator,Elliot,1910,Cephalopachus bancanus saltator
1259,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Cercocebus,,,lunulatus,,Temminck,1853,Cercocebus lunulatus
1260,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,albogularis,Sykes,1831,Cercopithecus albogularis albogularis
1261,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,albotorquatus,de Pousargues,1886,Cercopithecus albogularis albotorquatus
1262,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,erythrarchus,Peters,1852,Cercopithecus albogularis erythrarchus
1263,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,francescae,Thomas,1902,Cercopithecus albogularis francescae
1264,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,kibonotensis,Lönnberg,1908,Cercopithecus albogularis kibonotensis
1265,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,kolbi,Neumann,1902,Cercopithecus albogularis kolbi
1266,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,labiatus,I. Geoffroy,1842,Cercopithecus albogularis labiatus
1267,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,denti,,Thomas,1907,Cercopithecus denti
1268,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,lowei,,Thomas,1923,Cercopithecus lowei
1269,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,roloway,,Schreber,1774,Cercopithecus roloway
1270,,1271,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,wolfi,elegans,Dubois & Matschie,1912,Cercopithecus wolfi elegans
1271,,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,wolfi,,Meyer,1891,Cercopithecus wolfi
1272,,0,0,1,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,abbotti,,Kloss,1929,Hylobates abbotti
1273,,0,0,1,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,Cercopithecinae,,Hylobates,Hylobates,,funereus,,I. Geoffroy,1850,Hylobates funereus
1274,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,moloneyi,Sclater,1893,Cercopithecus albogularis moloneyi
1275,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,monoides,I. Geoffroy,1841,Cercopithecus albogularis monoides
1276,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,phylax,Schwarz,1927,Cercopithecus albogularis phylax
1277,,1177,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,albogularis,schwarzi,Roberts,1931,Cercopithecus albogularis schwarzi
